35,3,229240.2658948901
35,4,216535.53777225077
35,5,227246.59186953094
41,1,220042.99214317533
41,2,266607.7488407195
41,3,225993.5813127407
41,4,217450.6794612562
41,5,226074.39964661613
42,1,210049.39717808412
42,2,204316.53702362027
42,3,201938.17739870408
42,4,232702.1700170535
42,5,197828.23720314953
43,1,228639.14826481813
43,2,225851.76551268197
43,3,219924.32914965437
43,4,273665.4814205944
43,5,232876.74604084896
44,1,245541.07764854794
44,2,241617.17973712727
44,3,243388.29750273403
44,4,292391.96745744965
44,5,247208.48992519893
45,1,277759.77707659884
45,2,279432.7515270421
45,3,276397.3674726367
45,4,325458.92250165506
45,5,275936.0164918393
46,1,334980.8621582389
46,2,297373.87422620296
46,3,292849.9366442499
46,4,288088.1202070919
46,5,298367.40000213985
47,1,277641.23194101587
47,2,281122.49213097774
47,3,326283.54699755716
47,4,269242.0264314817
47,5,277340.81584863306
48,1,225295.9598828738
48,2,228956.03185073478
48,3,292036.29661469476
48,4,227202.62181530258
48,5,238552.77259106448
8,1,281732.8394039656
8,2,278117.8647930026
8,3,328459.61110140063
8,4,259763.8702546858
8,5,278500.4570883154
10,1,222790.98456267378
10,2,284189.3922414597
10,3,228022.7266378981
10,4,225134.83590614813
10,5,231234.2422279072
12,1,193169.1151118491
12,2,250255.71988665249
12,3,205676.42283922617
12,4,200593.6058705032
12,5,210995.03128078507
16,1,257584.66314673307
16,2,331454.0652739603
16,3,281975.9484500477
16,4,279986.7596536608
16,5,274804.3830193147
17,1,262273.04952685314
17,2,327120.49003373436
17,3,278611.5647076984
17,4,278316.1607376561
17,5,285671.6362568837
19,1,230350.68895168207
19,2,289854.2222928279
19,3,248207.51855780568
19,4,236294.40388493636
19,5,242504.64556057914
29,1,327544.3966363808
29,2,249219.3381717174
29,3,279622.0172027537
29,4,270648.1162434359
29,5,276934.4491935122
30,1,329030.25018432783
30,2,259362.2510875145
30,3,270162.54651212314
30,4,279040.06747615733
30,5,275072.74532694067
32,1,331368.71142020583
32,2,348869.00000000023
32,3,327035.9164338573
32,4,319262.33090298646
32,5,329637.49832789454
37,1,243310.61458557815
37,2,275584.94370435405
37,3,229944.40350998577
37,4,239705.49655488483
37,5,229254.02613399504
39,1,331834.0292582563
39,2,325988.4159453224
39,3,313536.6263754601
39,4,312999.2597639066
39,5,348970.0
9,1,274181.65718527
9,2,229955.7942490994
9,3,236270.04307349745
9,4,236285.51559023059
9,5,230671.28992733816
11,1,209134.59662298666
11,2,274047.6588068672
11,3,229247.60365878206
11,4,216870.60507953374
11,5,219363.69284126972
15,1,285289.7233385239
15,2,332323.31038196525
15,3,291734.2302549176
15,4,287999.63313935394
15,5,286397.15465820965
18,1,259233.601584983
18,2,331038.37509893085
18,3,285189.08359238034
18,4,270484.9137065706
18,5,281998.4780221184
31,1,335293.71597829834
31,2,276478.04804266
31,3,282039.35744012124
31,4,288815.2046008154
31,5,281756.3946127021
33,1,325481.68100125314
33,2,273852.505783775
33,3,277975.41042963497
33,4,256020.94765750988
33,5,283658.249771731
36,1,241353.01506592322
36,2,260357.57437737068
36,3,224520.14912281148
36,4,219672.7342395991
36,5,226232.60535320983
38,1,287575.6498198614
38,2,318866.18605986534
38,3,262024.59889474517
38,4,272633.21958541556
38,5,278570.70305756514
40,1,282914.7504229651
40,2,318783.9001272089
40,3,272189.3578072744
40,4,253448.05675545664
40,5,270180.43652208836
